Ingen tilbagefald;Grundskole;I alt;20-24 år;3713;3901;3657;3657;3451;3374;3412;3289;3146;3088;3400;3541;3796
Ingen tilbagefald;Grundskole;I alt;25-29 år;2645;2736;2687;2629;2794;2744;3133;2860;2752;2495;2802;2867;3318
Ingen tilbagefald;Grundskole;I alt;30-34 år;2579;2620;2514;2500;2532;2321;2542;2532;2334;2194;2370;2500;3057
Ingen tilbagefald;Grundskole;I alt;35-39 år;2822;2804;2700;2842;2655;2503;2588;2499;2242;2040;2101;2235;2559
Ingen tilbagefald;Grundskole;I alt;40-49 år;5550;5634;5688;5977;5918;5478;5877;5589;5204;4482;4373;4596;5197
Ingen tilbagefald;Grundskole;I alt;50-59 år;3494;3546;3908;4224;4463;4492;4608;4564;4559;4171;3901;4254;4749
Ingen tilbagefald;Grundskole;I alt;60 år og derover;3038;3222;3532;3746;3504;3618;3688;3587;3731;3445;3375;3859;4172
Ingen tilbagefald;Grundskole;Mænd;I alt;21680;22410;21888;22591;22401;21279;22238;21204;20788;19070;19572;21483;23834
Ingen tilbagefald;Grundskole;Mænd;15-19 år;3502;3727;3137;3147;3000;2599;2657;2162;2506;2401;2584;3217;3380
Ingen tilbagefald;Grundskole;Mænd;20-24 år;2908;3102;2848;2761;2662;2614;2609;2530;2396;2376;2599;2686;2766
Ingen tilbagefald;Grundskole;Mænd;25-29 år;2126;2150;2110;2051;2204;2132;2477;2285;2167;1968;2180;2213;2538
Ingen tilbagefald;Grundskole;Mænd;30-34 år;1996;2051;1929;1932;2032;1808;1969;1992;1836;1728;1838;1990;2393
Ingen tilbagefald;Grundskole;Mænd;35-39 år;2185;2153;2082;2194;2038;1946;2024;1934;1756;1559;1623;1790;2008
Ingen tilbagefald;Grundskole;Mænd;40-49 år;4224;4281;4396;4619;4614;4208;4490;4318;4020;3481;3396;3552;4024
Ingen tilbagefald;Grundskole;Mænd;50-59 år;2580;2613;2869;3172;3319;3370;3412;3414;3451;3181;3004;3295;3702
Ingen tilbagefald;Grundskole;Mænd;60 år og derover;2159;2333;2517;2715;2532;2602;2600;2569;2656;2376;2348;2740;3023
Ingen tilbagefald;Grundskole;Kvinder;I alt;6818;7040;7146;7240;6980;6800;7263;6734;6476;5923;6036;6444;7350
Ingen tilbagefald;Grundskole;Kvinder;15-19 år;1155;1260;1211;1109;1064;950;996;856;790;677;702;858;956
Ingen tilbagefald;Grundskole;Kvinder;20-24 år;805;799;809;896;789;760;803;759;750;712;801;855;1030
Ingen tilbagefald;Grundskole;Kvinder;25-29 år;519;586;577;578;590;612;656;575;585;527;622;654;780
Ingen tilbagefald;Grundskole;Kvinder;30-34 år;583;569;585;568;500;513;573;540;498;466;532;510;664
Ingen tilbagefald;Grundskole;Kvinder;35-39 år;637;651;618;648;617;557;564;565;486;481;478;445;551
Ingen tilbagefald;Grundskole;Kvinder;40-49 år;1326;1353;1292;1358;1304;1270;1387;1271;1184;1001;977;1044;1173
Ingen tilbagefald;Grundskole;Kvinder;50-59 år;914;933;1039;1052;1144;1122;1196;1150;1108;990;897;959;1047
Ingen tilbagefald;Grundskole;Kvinder;60 år og derover;879;889;1015;1031;972;1016;1088;1018;1075;1069;1027;1119;1149
Ingen tilbagefald;Gymnasial uddannelse;I alt;I alt;6957;7478;7430;8178;8727;9401;9788;9649;10596;10377;10546;12564;12715
Ingen tilbagefald;Gymnasial uddannelse;I alt;15-19 år;1593;1860;1898;2181;2445;2641;2690;2400;3173;3334;3321;3540;2883
Ingen tilbagefald;Gymnasial uddannelse;I alt;20-24 år;1522;1668;1498;1820;1990;2317;2401;2370;2575;2614;2835;3947;3901
Ingen tilbagefald;Gymnasial uddannelse;I alt;25-29 år;618;592;559;526;580;599;668;723;703;751;792;1108;1470
Ingen tilbagefald;Gymnasial uddannelse;I alt;30-34 år;611;648;590;512;506;565;536;553;556;501;534;640;760
Ingen tilbagefald;Gymnasial uddannelse;I alt;35-39 år;634;638;691;694;645;640;652;617;586;503;503;537;597
Ingen tilbagefald;Gymnasial uddannelse;I alt;40-49 år;1266;1303;1307;1432;1456;1430;1527;1570;1404;1197;1131;1173;1322
Ingen tilbagefald;Gymnasial uddannelse;I alt;50-59 år;505;537;628;710;777;839;917;1014;1079;1008;971;1080;1160
Ingen tilbagefald;Gymnasial uddannelse;I alt;60 år og derover;208;232;259;303;328;370;397;402;520;469;459;539;622
Ingen tilbagefald;Gymnasial uddannelse;Mænd;I alt;5016;5400;5311;5903;6559;7054;7389;7163;8082;8014;8125;9657;9197
Ingen tilbagefald;Gymnasial uddannelse;Mænd;15-19 år;1102;1357;1391;1623;1912;2044;2063;1801;2559;2776;2729;2831;2026
Ingen tilbagefald;Gymnasial uddannelse;Mænd;20-24 år;1129;1193;1082;1344;1555;1798;1891;1767;1983;1977;2157;3047;2815
